,location,total_sqft,bath,price,bhk
4613,Kothanur,1790.0,3.0,120.0,3.0
4614,Kothanur,1454.0,3.0,71.5,3.0
4615,Kudlu,1152.0,2.0,53.5,2.0
4616,Kudlu,1027.0,2.0,43.0,2.0
4617,Kudlu,1092.0,2.0,44.0,2.0
4618,Kudlu,1027.0,2.0,43.0,2.0
4619,Kudlu,1092.0,2.0,44.0,2.0
4620,Kudlu,1143.0,2.0,55.0,2.0
4622,Kudlu,1024.0,2.0,44.0,2.0
4624,Kudlu,1600.0,3.0,79.0,3.0
4625,Kudlu,1027.0,2.0,42.0,2.0
4626,Kudlu,1076.0,2.0,50.0,2.0
4627,Kudlu,1027.0,2.0,44.0,2.0
4628,Kudlu,1084.0,2.0,53.0,2.0
4629,Kudlu,1300.0,2.0,56.0,2.0
4630,Kudlu,1027.0,2.0,44.0,2.0
4631,Kudlu,1245.0,2.0,60.0,3.0
4632,Kudlu,1027.0,2.0,44.0,2.0
4633,Kudlu,1110.0,2.0,46.0,2.0
4634,Kudlu,2100.0,3.0,114.0,4.0
4635,Kudlu,1027.0,2.0,44.0,2.0
4636,Kudlu,720.0,1.0,33.0,1.0
4637,Kudlu,1027.0,2.0,44.0,2.0
4638,Kudlu,1162.0,2.0,52.0,2.0
4639,Kudlu,1041.0,2.0,53.0,2.0
4640,Kudlu Gate,1535.0,3.0,83.0,3.0
4641,Kudlu Gate,1535.0,3.0,85.0,3.0
4643,Kudlu Gate,1535.0,3.0,86.0,3.0
4644,Kudlu Gate,1564.0,2.0,92.0,3.0
4646,Kudlu Gate,1238.0,2.0,55.0,2.0
4647,Kudlu Gate,1335.0,3.0,89.0,3.0
4648,Kudlu Gate,703.0,1.0,52.0,1.0
4649,Kudlu Gate,1535.0,3.0,86.0,3.0
4650,Kudlu Gate,1532.0,3.0,83.0,3.0
4651,Kudlu Gate,1113.0,2.0,50.0,2.0
4653,Kudlu Gate,1185.0,2.0,50.0,2.0
4657,Kudlu Gate,1215.0,2.0,45.0,2.0
4658,Kudlu Gate,812.0,2.0,38.25,2.0
4659,Kudlu Gate,1547.0,2.0,103.0,2.0
4660,Kudlu Gate,1336.0,2.0,86.0,2.0
4661,Kudlu Gate,1919.0,3.0,121.0,3.0
4662,Kudlu Gate,1464.0,3.0,56.0,2.0
4663,Kudlu Gate,1535.0,3.0,85.0,3.0
4664,Kudlu Gate,1850.0,3.0,120.0,3.0
4665,Kudlu Gate,940.0,2.0,69.57,2.0
4666,Kudlu Gate,1215.0,2.0,44.96,2.0
4667,Kudlu Gate,1164.0,2.0,75.0,2.0
4668,Kudlu Gate,3850.0,6.0,205.0,4.0
4669,Kudlu Gate,1183.0,2.0,79.54,2.0
4670,Kudlu Gate,1850.0,3.0,110.0,3.0
4672,Kudlu Gate,1183.0,2.0,79.54,2.0
4673,Kudlu Gate,1200.0,2.0,44.4,2.0
4675,Kudlu Gate,1310.0,2.0,53.0,2.0
4676,Kumaraswami Layout,2000.0,4.0,139.0,4.0
4677,Kumaraswami Layout,1000.0,2.0,48.5,2.0
4678,Kumaraswami Layout,1000.0,2.0,58.0,2.0
4679,Kumaraswami Layout,2400.0,7.0,125.0,7.0
4680,Kumaraswami Layout,2400.0,2.0,125.0,3.0
4681,Kumaraswami Layout,1310.0,2.0,70.0,3.0
4682,Kumaraswami Layout,850.0,1.0,78.0,1.0
4683,Kumaraswami Layout,3200.0,7.0,150.0,7.0
4684,Kumaraswami Layout,1310.0,2.0,85.0,3.0
4685,Kumaraswami Layout,2450.0,3.0,110.0,4.0
4686,Kumaraswami Layout,3100.0,7.0,145.0,7.0
4687,Kumaraswami Layout,1200.0,3.0,75.0,3.0
4688,Kumaraswami Layout,1081.0,2.0,60.0,2.0
4689,Kundalahalli,1724.0,3.0,125.0,3.0
4690,Kundalahalli,1030.0,2.0,49.0,2.0
4691,Kundalahalli,735.0,2.0,57.99,2.0
4692,Kundalahalli,1047.0,2.0,82.0,2.0
4693,Kundalahalli,1397.0,3.0,105.0,3.0
4694,Kundalahalli,1724.0,3.0,127.0,3.0
4695,Kundalahalli,1010.0,2.0,49.27,2.0
4696,Kundalahalli,1397.0,3.0,110.0,3.0
4697,Kundalahalli,1397.0,3.0,104.0,3.0
4698,Kundalahalli,1397.0,3.0,108.0,3.0
4699,Kundalahalli,1920.0,3.0,150.0,3.0
4700,Kundalahalli,1397.0,3.0,105.0,3.0
4702,Kundalahalli,1724.0,3.0,124.0,3.0
4703,Kundalahalli,1047.0,2.0,84.0,2.0
4704,Kundalahalli,1047.0,2.0,83.0,2.0
4705,Kundalahalli,7000.0,4.0,550.0,4.0
4707,Kundalahalli,1120.0,2.0,53.76,2.0
4708,Kundalahalli,1047.0,2.0,82.62,2.0
4709,Kundalahalli,1047.0,2.0,91.0,2.0
4710,Kundalahalli,1724.0,3.0,146.0,3.0
4711,Kundalahalli,1600.0,3.0,170.0,3.0
4713,Kundalahalli,1724.0,3.0,125.0,3.0
4714,Kundalahalli,1010.0,2.0,48.27,2.0
4715,Kundalahalli,1047.0,2.0,89.0,2.0
4716,Kundalahalli,2500.0,5.0,245.0,4.0
4717,Kundalahalli,1397.0,3.0,105.0,3.0
4719,Kundalahalli,1047.0,2.0,72.0,2.0
4720,Kundalahalli,1260.0,2.0,58.0,2.0
4721,Kundalahalli,3092.0,4.0,230.0,4.0
4722,Kundalahalli,1065.0,2.0,70.0,2.0
4723,Kundalahalli,1724.0,3.0,146.0,3.0
4724,Kundalahalli,1047.0,2.0,91.0,2.0
4725,Kundalahalli,1724.0,3.0,128.0,3.0
4726,Kundalahalli,1315.0,2.0,74.0,2.0
4727,Kundalahalli,2100.0,3.0,150.0,3.0
4728,Kundalahalli,1724.0,3.0,125.0,3.0
4729,Kundalahalli,1724.0,3.0,140.0,3.0
4730,Kundalahalli,1175.0,2.0,65.0,2.0
4732,LB Shastri Nagar,1043.0,2.0,55.0,2.0
4733,LB Shastri Nagar,1184.0,2.0,69.0,2.0
4734,LB Shastri Nagar,665.0,1.0,32.0,1.0
4735,LB Shastri Nagar,1250.0,2.0,48.5,2.0
4736,LB Shastri Nagar,1400.0,2.0,80.0,3.0
4737,LB Shastri Nagar,1184.0,2.0,62.0,2.0
4738,LB Shastri Nagar,1200.0,2.0,47.0,2.0
4739,LB Shastri Nagar,1200.0,2.0,75.0,2.0
4740,LB Shastri Nagar,1000.0,2.0,49.5,2.0
4741,Laggere,2800.0,5.0,125.0,5.0
4742,Laggere,1200.0,3.0,130.0,3.0
4743,Laggere,1200.0,1.0,125.0,1.0
4744,Laggere,1200.0,2.0,75.0,2.0
4745,Laggere,620.0,2.0,48.0,1.0
4746,Lakshminarayana Pura,1185.0,2.0,75.0,2.0
4747,Lakshminarayana Pura,1600.0,2.0,108.0,3.0
4748,Lakshminarayana Pura,1180.0,2.0,75.0,2.0
4749,Lakshminarayana Pura,1172.0,2.0,82.0,2.0
4750,Lakshminarayana Pura,1179.0,2.0,75.0,2.0
4751,Lakshminarayana Pura,1149.0,2.0,75.0,2.0
4752,Lakshminarayana Pura,1336.0,2.0,100.0,2.0
4753,Lakshminarayana Pura,1175.0,2.0,75.0,2.0
4754,Lakshminarayana Pura,1190.0,2.0,75.0,2.0
4755,Lakshminarayana Pura,1200.0,2.0,75.0,2.0
4756,Lakshminarayana Pura,1200.0,2.0,75.0,2.0
4757,Lakshminarayana Pura,1165.0,2.0,75.0,2.0
4758,Lakshminarayana Pura,1145.0,2.0,75.0,2.0
4759,Lakshminarayana Pura,1500.0,3.0,104.0,3.0
4760,Lakshminarayana Pura,1210.0,2.0,75.0,2.0
4761,Lakshminarayana Pura,1169.0,2.0,75.0,2.0
4762,Lakshminarayana Pura,1200.0,2.0,75.0,2.0
4763,Lakshminarayana Pura,1172.0,2.0,75.0,2.0
4764,Lakshminarayana Pura,1172.0,2.0,75.0,2.0
4765,Lakshminarayana Pura,1180.0,2.0,75.0,2.0
4766,Lakshminarayana Pura,1200.0,2.0,83.0,2.0
4767,Lakshminarayana Pura,1200.0,2.0,80.0,2.0
4768,Lakshminarayana Pura,1195.0,2.0,75.0,2.0
4769,Lakshminarayana Pura,1200.0,2.0,80.0,2.0
4770,Lingadheeranahalli,1521.0,3.0,95.0,3.0
4771,Lingadheeranahalli,1511.0,3.0,95.0,3.0
4772,Lingadheeranahalli,1683.0,3.0,109.0,3.0
4773,Lingadheeranahalli,1519.0,3.0,93.0,3.0
4774,Lingadheeranahalli,1521.0,3.0,94.99,3.0
4775,Lingadheeranahalli,1682.0,3.0,120.0,3.0
4776,Lingadheeranahalli,1521.0,3.0,94.71,3.0
4777,Lingadheeranahalli,1893.0,3.0,130.0,3.0
4778,Lingadheeranahalli,1705.0,3.0,110.0,3.0
4779,Lingadheeranahalli,2245.0,4.0,154.0,4.0
4780,Lingadheeranahalli,1682.0,3.0,113.0,3.0
4781,Lingadheeranahalli,1682.0,3.0,114.0,3.0
4782,Lingadheeranahalli,1506.0,3.0,95.0,3.0
4783,Lingadheeranahalli,1683.0,3.0,110.0,3.0
4784,Lingadheeranahalli,1684.0,3.0,120.0,3.0
4785,Lingadheeranahalli,2236.0,4.0,153.0,4.0
4786,Lingadheeranahalli,1894.0,4.0,114.0,3.0
4787,Lingadheeranahalli,2240.0,4.0,160.0,4.0
4788,Magadi Road,3600.0,6.0,141.0,6.0
4789,Magadi Road,1116.0,2.0,50.0,2.0
4791,Magadi Road,884.0,2.0,41.1,2.0
4792,Magadi Road,1005.0,2.0,55.78,2.0
4793,Magadi Road,1500.0,2.0,93.0,4.0
4795,Magadi Road,1345.0,2.0,55.0,2.0
4797,Magadi Road,5000.0,6.0,360.0,5.0
4798,Magadi Road,1116.0,2.0,51.89,2.0
4799,Magadi Road,1052.0,2.0,60.0,3.0
4800,Magadi Road,940.0,2.0,50.0,2.0
4801,Magadi Road,1318.0,2.0,68.0,3.0
4802,Magadi Road,884.0,2.0,48.0,2.0
4804,Mahadevpura,1150.0,2.0,52.0,2.0
4805,Mahadevpura,1250.0,2.0,52.0,2.0
4806,Mahadevpura,1260.0,2.0,57.6,2.0
4807,Mahadevpura,730.0,1.0,35.0,1.0
4808,Mahadevpura,1434.0,2.0,67.39,3.0
4809,Mahadevpura,1146.0,2.0,53.8,2.0
4810,Mahadevpura,1532.0,2.0,62.0,2.0
4811,Mahadevpura,1620.0,2.0,76.0,3.0
4812,Mahadevpura,1136.0,2.0,64.5,2.0
4813,Mahadevpura,1400.0,2.0,65.8,3.0
4814,Mahadevpura,1137.0,2.0,53.4,2.0
4815,Mahadevpura,1601.0,3.0,95.0,3.0
4816,Mahadevpura,1450.0,3.0,75.0,3.0
4817,Mahadevpura,1152.0,2.0,54.0,2.0
4818,Mahadevpura,1212.0,2.0,56.9,2.0
4820,Mahadevpura,1505.0,3.0,78.0,3.0
4821,Mahadevpura,1500.0,2.0,70.0,3.0
4822,Mahadevpura,1236.0,2.0,58.0,2.0
4823,Mahadevpura,1236.0,2.0,58.0,2.0
4824,Mahadevpura,1120.0,2.0,53.0,2.0
4825,Mahalakshmi Layout,1575.0,5.0,158.0,4.0
4826,Mahalakshmi Layout,1105.0,2.0,80.0,2.0
4827,Mahalakshmi Layout,1200.0,3.0,160.0,4.0
4828,Mahalakshmi Layout,1200.0,2.0,110.0,3.0
4829,Mahalakshmi Layout,1876.0,3.0,150.0,3.0
4830,Mallasandra,1665.0,3.0,95.0,3.0
4831,Mallasandra,1665.0,3.0,86.58,3.0
4832,Mallasandra,1340.0,2.0,61.0,2.0
4833,Mallasandra,1325.0,2.0,70.0,2.0
4834,Mallasandra,1665.0,3.0,86.91,3.0
4835,Mallasandra,1325.0,2.0,70.0,2.0
4836,Mallasandra,905.0,2.0,40.0,2.0
4837,Mallasandra,1325.0,2.0,65.0,2.0
4838,Mallasandra,1325.0,2.0,73.0,2.0
4839,Mallasandra,1565.0,2.0,69.0,2.0
4840,Mallasandra,905.0,2.0,35.0,2.0
4842,Mallasandra,1100.0,2.0,76.3,3.0
4843,Malleshpalya,1140.0,2.0,46.5,2.0
4844,Malleshpalya,1225.0,2.0,46.86,2.0
4846,Malleshpalya,1052.0,2.0,50.0,2.0
4847,Malleshpalya,1405.0,2.0,77.0,3.0
4848,Malleshpalya,1065.0,2.0,50.0,2.0
4849,Malleshpalya,1210.0,2.0,55.0,2.0
4851,Malleshpalya,1060.0,2.0,40.0,2.0
4852,Malleshpalya,1430.0,2.0,69.5,3.0
4853,Malleshpalya,1421.0,2.0,90.0,2.0
4854,Malleshpalya,1245.0,2.0,55.0,2.0
4855,Malleshpalya,1200.0,2.0,46.0,2.0
4856,Malleshpalya,1225.0,2.0,52.0,2.0
4857,Malleshwaram,705.0,1.0,67.0,1.0
4858,Malleshwaram,12000.0,7.0,2200.0,7.0
4859,Malleshwaram,2500.0,5.0,325.0,4.0
4860,Malleshwaram,2006.0,3.0,297.0,3.0
4861,Malleshwaram,686.0,1.0,62.5,1.0
4862,Malleshwaram,2475.0,4.0,332.0,3.0
4863,Malleshwaram,2610.0,3.0,399.0,3.0
4864,Malleshwaram,2475.0,4.0,320.0,3.0
4865,Malleshwaram,900.0,2.0,95.0,2.0
4866,Malleshwaram,1420.0,2.0,158.0,2.0
4867,Malleshwaram,2000.0,3.0,250.0,3.0
4868,Malleshwaram,2215.0,3.0,275.0,3.0
4870,Malleshwaram,2475.0,4.0,300.0,3.0
4872,Malleshwaram,2215.0,4.0,310.0,3.0
4873,Malleshwaram,480.0,1.0,60.0,1.0
4874,Malleshwaram,1290.0,2.0,120.0,2.0
4875,Malleshwaram,2475.0,4.0,326.0,3.0
4876,Malleshwaram,2476.0,3.0,337.0,3.0
4877,Malleshwaram,900.0,2.0,90.0,2.0
4879,Malleshwaram,2050.0,4.0,270.0,3.0
4880,Malleshwaram,900.0,2.0,72.0,2.0
4881,Malleshwaram,620.0,1.0,86.8,1.0
4882,Malleshwaram,600.0,1.0,68.0,2.0
4883,Malleshwaram,2475.0,4.0,337.0,3.0
4884,Malleshwaram,2215.0,3.0,275.0,3.0
4885,Malleshwaram,2215.0,3.0,330.0,3.0
4887,Malleshwaram,1020.0,2.0,80.0,2.0
4888,Malleshwaram,600.0,1.0,90.0,2.0
4889,Malleshwaram,2200.0,3.0,275.0,3.0
4890,Malleshwaram,2475.0,4.0,326.0,3.0
4891,Malleshwaram,1500.0,2.0,140.0,2.0
4892,Malleshwaram,2475.0,4.0,340.0,3.0
4893,Malleshwaram,1400.0,2.0,190.0,2.0
4894,Malleshwaram,2475.0,4.0,300.0,3.0
4895,Malleshwaram,2400.0,3.0,380.0,3.0
4896,Malleshwaram,580.0,1.0,45.0,1.0
4897,Malleshwaram,1410.0,2.0,125.0,2.0
4900,Marathahalli,1220.0,2.0,57.0,2.0
4901,Marathahalli,1200.0,2.0,52.0,2.0
4902,Marathahalli,1200.0,2.0,60.0,2.0
4903,Marathahalli,1933.0,3.0,140.0,3.0
4904,Marathahalli,950.0,2.0,46.96,2.0
4905,Marathahalli,1230.0,2.0,80.0,2.0
4906,Marathahalli,3800.0,4.0,250.0,4.0
4907,Marathahalli,1019.0,2.0,49.85,2.0
4908,Marathahalli,1215.0,2.0,67.0,2.0
4909,Marathahalli,2181.0,3.0,152.0,4.0
4910,Marathahalli,1170.0,2.0,53.0,2.0
4911,Marathahalli,1019.0,2.0,49.86,2.0
4912,Marathahalli,1325.0,2.0,71.55,2.0
4913,Marathahalli,1220.0,2.0,56.5,2.0
4915,Marathahalli,1152.0,2.0,56.0,2.0
4916,Marathahalli,1610.0,3.0,90.0,3.0
4917,Marathahalli,1146.0,2.0,70.0,2.0
4919,Marathahalli,1469.0,3.0,89.0,3.0
4924,Marathahalli,2519.0,5.0,185.0,4.0
4926,Marathahalli,957.0,2.0,46.9,2.0
4927,Marathahalli,1583.0,3.0,105.0,3.0
4928,Marathahalli,2524.0,5.0,190.0,4.0
4932,Marathahalli,1071.0,2.0,52.25,2.0
4933,Marathahalli,1215.0,2.0,58.86,2.0
4934,Marathahalli,1102.0,2.0,53.67,2.0
4935,Marathahalli,1900.0,3.0,123.0,3.0
4936,Marathahalli,1045.0,2.0,60.0,2.0
4938,Marathahalli,1215.0,2.0,58.86,2.0
4939,Marathahalli,1365.0,2.0,73.0,2.0
4944,Marathahalli,1208.0,2.0,70.0,2.0
4945,Marathahalli,1325.0,1.0,92.0,2.0
4946,Marathahalli,1525.0,3.0,90.0,3.0
4947,Marathahalli,1937.0,3.0,140.0,3.0
4948,Marathahalli,1550.0,3.0,83.0,3.0
4949,Marathahalli,1350.0,2.0,86.0,2.0
4950,Marathahalli,957.0,2.0,47.0,2.0
4952,Marathahalli,1230.0,2.0,57.0,2.0
4953,Marathahalli,1200.0,2.0,58.0,2.0
4955,Marathahalli,607.0,1.0,35.0,1.0
4956,Marathahalli,1583.0,3.0,109.0,3.0
4957,Marathahalli,1075.0,2.0,52.43,2.0
4958,Marathahalli,1360.0,2.0,103.0,2.0
4959,Marathahalli,1220.0,2.0,58.5,2.0
4960,Marathahalli,950.0,2.0,45.68,2.0
4961,Marathahalli,615.0,1.0,44.0,1.0
4962,Marathahalli,1595.0,3.0,90.0,3.0
4963,Marathahalli,1350.0,2.0,89.0,2.0
4964,Marathahalli,1020.0,2.0,57.0,2.0
4965,Marathahalli,1600.0,3.0,88.0,2.0
4966,Marathahalli,780.0,1.0,55.0,1.0
4967,Marathahalli,1710.0,3.0,100.0,3.0
4969,Marathahalli,1358.0,2.0,81.0,2.0
4970,Marathahalli,1205.0,2.0,75.0,2.0
4971,Marathahalli,1730.0,3.0,110.0,3.0
4972,Marathahalli,1583.0,3.0,115.0,3.0
4973,Marathahalli,1200.0,2.0,67.0,2.0
4974,Marathahalli,1095.0,2.0,60.0,2.0
4975,Marathahalli,1060.0,2.0,48.0,2.0
4976,Marathahalli,1050.0,2.0,65.0,2.0
4977,Marathahalli,1102.0,2.0,53.67,2.0
4978,Marathahalli,1026.0,2.0,49.95,2.0
4981,Marathahalli,1220.0,2.0,59.0,2.0
4982,Marathahalli,881.0,2.0,48.06,2.0
4984,Marathahalli,1710.0,3.0,100.0,3.0
4985,Marathahalli,1680.0,3.0,105.0,3.0
4986,Marathahalli,1910.0,3.0,119.0,3.0
4987,Marathahalli,1602.0,2.0,104.0,2.0
4988,Marathahalli,700.0,1.0,38.0,1.0
4989,Marathahalli,1469.0,3.0,89.0,3.0
4991,Marathahalli,1690.0,3.0,116.0,3.0
4992,Marathahalli,1065.0,2.0,55.0,2.0
4993,Marathahalli,1693.0,3.0,125.0,3.0
4994,Marathahalli,1693.0,3.0,125.0,3.0
4995,Marathahalli,1196.0,2.0,57.9,2.0
4996,Marathahalli,1595.0,3.0,88.0,3.0
4997,Marathahalli,2122.0,3.0,125.0,3.0
4998,Marathahalli,1730.0,3.0,115.0,3.0
5001,Marathahalli,1125.0,2.0,55.0,2.0
5002,Marathahalli,1950.0,3.0,115.0,3.0
5003,Marathahalli,1250.0,2.0,68.0,2.0
5004,Marathahalli,1125.0,2.0,56.8,2.0
5005,Marathahalli,1350.0,2.0,90.0,2.0
5006,Marathahalli,1200.0,2.0,53.0,2.0
5007,Marathahalli,2500.0,5.0,175.0,4.0
5008,Marathahalli,957.0,2.0,47.0,2.0
5011,Marathahalli,1350.0,2.0,60.0,2.0
5012,Marathahalli,3400.0,4.0,235.0,4.0
5013,Marathahalli,1350.0,2.0,99.0,2.0
5015,Marathahalli,1285.0,2.0,55.0,2.0
5016,Marathahalli,2500.0,5.0,181.0,4.0
5017,Marathahalli,3800.0,4.0,235.0,4.0
5018,Marathahalli,3951.0,4.0,230.0,4.0
5019,Marathahalli,1125.0,2.0,54.8,2.0
5020,Marathahalli,1700.0,3.0,126.0,3.0
5022,Marathahalli,1270.0,2.0,73.0,2.0
5024,Marathahalli,950.0,2.0,46.7,2.0
5025,Marathahalli,1550.0,3.0,85.0,3.0
5026,Marathahalli,1019.0,2.0,49.86,2.0
5027,Marathahalli,1144.0,2.0,65.0,2.0
5028,Marathahalli,1240.0,2.0,55.0,2.0
5029,Marathahalli,1100.0,2.0,75.0,1.0
5030,Marathahalli,1156.0,2.0,52.0,2.0
5031,Marathahalli,2524.0,5.0,180.0,4.0
5032,Marathahalli,1135.0,2.0,60.0,2.0
5033,Marathahalli,1839.0,3.0,130.0,3.0
5034,Marathahalli,1170.0,2.0,85.0,2.0
5035,Marathahalli,1102.0,2.0,53.67,2.0
5036,Marathahalli,1108.0,2.0,60.0,3.0
5037,Marathahalli,1449.0,3.0,110.0,3.0
5038,Marathahalli,1360.0,2.0,101.0,2.0
5039,Marathahalli,1026.0,2.0,50.18,2.0
5042,Marathahalli,1270.0,2.0,80.0,2.0
5043,Marathahalli,1100.0,2.0,50.0,2.0
5044,Marathahalli,1196.0,2.0,57.95,2.0
5046,Marathahalli,1485.0,2.0,90.0,3.0
5047,Marathahalli,1146.0,2.0,69.0,2.0
5048,Margondanahalli,1090.0,2.0,58.0,2.0
5049,Margondanahalli,1200.0,2.0,58.5,2.0
5050,Margondanahalli,1200.0,2.0,67.0,2.0
5052,Margondanahalli,1000.0,2.0,57.0,2.0
5054,Margondanahalli,600.0,2.0,35.0,2.0
5055,Margondanahalli,1200.0,2.0,69.0,2.0
5056,Margondanahalli,900.0,2.0,49.0,2.0
5057,Margondanahalli,1140.0,2.0,60.0,2.0
5058,Margondanahalli,1100.0,2.0,55.0,2.0
5059,Margondanahalli,1152.0,1.0,66.0,2.0
5061,Margondanahalli,1200.0,2.0,65.0,2.0
5062,Margondanahalli,1050.0,2.0,58.0,2.0
5063,Margondanahalli,1160.0,2.0,65.0,2.0
5064,Margondanahalli,1334.0,2.0,67.76,2.0
5065,Marsur,1800.0,4.0,145.0,4.0
5066,Marsur,1200.0,3.0,90.0,3.0
5067,Marsur,1200.0,3.0,120.0,3.0
5068,Mico Layout,5000.0,9.0,210.0,9.0
5069,Mico Layout,1550.0,2.0,65.0,3.0
5070,Mico Layout,1125.0,2.0,40.0,2.0
5071,Mico Layout,1190.0,2.0,39.25,2.0
5072,Mico Layout,800.0,1.0,29.5,1.0
5073,Mico Layout,1250.0,2.0,44.0,3.0
5074,Mico Layout,1171.0,2.0,39.0,2.0
5075,Mico Layout,1200.0,2.0,53.5,2.0
5076,Mico Layout,1670.0,3.0,59.0,3.0
5077,Mico Layout,1140.0,2.0,43.0,2.0
5078,Munnekollal,1170.0,2.0,52.0,2.0
5079,Munnekollal,1102.0,2.0,53.67,2.0
5080,Munnekollal,1390.0,3.0,68.0,3.0
5081,Munnekollal,1200.0,2.0,49.5,2.0
5082,Munnekollal,950.0,2.0,46.5,2.0
5083,Munnekollal,1560.0,3.0,75.0,3.0
5084,Munnekollal,1750.0,3.0,86.5,3.0
5085,Munnekollal,1385.0,2.0,66.5,3.0
5086,Munnekollal,1080.0,2.0,45.0,2.0
5087,Munnekollal,1170.0,2.0,59.0,2.0
5089,Munnekollal,1200.0,2.0,57.9,3.0
5090,Munnekollal,1030.0,2.0,50.36,2.0
5091,Murugeshpalya,1296.0,2.0,81.0,2.0
5092,Murugeshpalya,1550.0,3.0,74.0,3.0
5093,Murugeshpalya,1845.0,3.0,91.0,3.0
5094,Murugeshpalya,1185.0,2.0,85.0,2.0
5095,Murugeshpalya,1225.0,2.0,48.0,2.0
5096,Murugeshpalya,1930.0,3.0,75.0,3.0
5097,Murugeshpalya,1600.0,2.0,65.0,3.0
5098,Murugeshpalya,1344.0,2.0,56.0,3.0
5099,Murugeshpalya,1500.0,2.0,70.0,3.0
5100,Murugeshpalya,1855.0,3.0,96.0,3.0
5101,Murugeshpalya,1175.0,2.0,75.0,2.0
5102,Mysore Road,1175.0,2.0,73.5,2.0
5103,Mysore Road,1710.0,4.0,91.31,3.0
5104,Mysore Road,1020.0,2.0,48.95,2.0
5105,Mysore Road,1175.0,2.0,73.5,2.0
5106,Mysore Road,1070.0,2.0,45.0,2.0
5107,Mysore Road,1239.0,2.0,53.0,2.0
5108,Mysore Road,1060.0,2.0,62.0,2.0
5109,Mysore Road,980.0,2.0,45.47,2.0
5110,Mysore Road,883.0,2.0,40.0,2.0
5111,Mysore Road,1525.0,3.0,96.0,3.0
5112,Mysore Road,1200.0,2.0,65.0,2.0
5116,Mysore Road,883.0,2.0,40.95,2.0
5117,Mysore Road,1070.0,2.0,49.65,2.0
5119,Mysore Road,883.0,2.0,50.0,2.0
5120,Mysore Road,1155.0,2.0,51.0,2.0
5121,Mysore Road,1003.0,2.0,43.0,2.0
5122,Mysore Road,1237.0,2.0,73.0,2.0
5123,Mysore Road,883.0,2.0,45.0,2.0
5124,Mysore Road,1170.0,2.0,65.0,2.0
5125,Mysore Road,940.0,2.0,43.61,2.0
5127,Mysore Road,1020.0,2.0,48.95,2.0
5128,Mysore Road,1568.0,2.0,100.0,3.0
5130,Mysore Road,1175.0,2.0,70.5,2.0
5131,Mysore Road,1080.0,2.0,60.0,3.0
5133,Mysore Road,883.0,2.0,37.0,2.0
5134,NGR Layout,1020.0,2.0,45.9,2.0
5135,NGR Layout,1105.0,2.0,49.73,2.0
5136,NGR Layout,1022.0,2.0,45.9,2.0
5137,NGR Layout,1020.0,2.0,45.0,2.0
5138,NGR Layout,1019.0,2.0,45.9,2.0
5139,NGR Layout,1020.0,2.0,46.0,2.0
5140,NGR Layout,1021.0,2.0,46.0,2.0
5141,NGR Layout,1021.0,2.0,45.9,2.0
5142,NRI Layout,1565.0,2.0,75.0,3.0
5143,NRI Layout,2500.0,5.0,130.0,5.0
5144,NRI Layout,1125.0,2.0,45.56,2.0
5145,NRI Layout,2150.0,4.0,115.0,4.0
5146,NRI Layout,1250.0,2.0,75.0,2.0
5147,NRI Layout,1789.0,3.0,75.0,3.0
5148,NRI Layout,1731.0,3.0,64.11,3.0
5149,NRI Layout,2400.0,2.0,125.0,2.0
5151,Nagarbhavi,1350.0,3.0,150.0,3.0
5152,Nagarbhavi,1200.0,2.0,150.0,2.0
5154,Nagarbhavi,2400.0,3.0,160.0,3.0
5155,Nagarbhavi,884.0,2.0,36.0,1.0
5156,Nagarbhavi,1055.0,2.0,55.0,2.0
5158,Nagarbhavi,1223.0,2.0,60.0,2.0
5159,Nagarbhavi,956.0,2.0,49.0,2.0
5161,Nagarbhavi,1200.0,2.0,150.0,2.0
5164,Nagarbhavi,1145.0,2.0,40.0,2.0
5165,Nagarbhavi,300.0,1.0,20.0,1.0
5166,Nagarbhavi,1250.0,3.0,175.0,4.0
5167,Nagarbhavi,710.0,2.0,40.0,1.0
5169,Nagarbhavi,1212.0,2.0,50.0,2.0
5170,Nagarbhavi,1020.0,2.0,55.0,2.0
5172,Nagarbhavi,1120.0,2.0,53.0,2.0
5174,Nagarbhavi,1146.0,2.0,50.0,2.0
5176,Nagarbhavi,1190.0,2.0,63.0,2.0
5178,Nagarbhavi,1050.0,2.0,80.0,2.0
5179,Nagarbhavi,2500.0,3.0,180.0,5.0
5181,Nagarbhavi,1250.0,3.0,170.0,2.0
5183,Nagarbhavi,1400.0,2.0,135.0,3.0
5185,Nagarbhavi,1100.0,2.0,46.2,2.0
5186,Nagarbhavi,1080.0,2.0,49.0,2.0
5187,Nagarbhavi,1800.0,3.0,180.0,4.0
5188,Nagarbhavi,1225.0,2.0,58.0,2.0
5189,Nagasandra,980.0,2.0,48.0,2.0
5190,Nagasandra,2400.0,4.0,145.0,4.0
5191,Nagasandra,7000.0,8.0,450.0,4.0
5192,Nagasandra,1650.0,3.0,95.0,3.0
5193,Nagasandra,1500.0,2.0,91.0,2.0
5194,Nagavara,400.0,1.0,14.0,1.0
5195,Nagavara,2172.65,3.0,120.0,4.0
5197,Nagavara,2319.0,3.0,180.0,3.0
5198,Nagavara,2430.0,4.0,180.0,3.0
5199,Nagavara,936.0,2.0,40.2,2.0
5200,Nagavara,1125.0,2.0,44.5,2.0
